rank,content_id,client_id,impressions_90d,days_since_last_update,avg_position,ctr,baseline_score,reason_code,action_label,is_declining_label
13103,content_f44c380e8cff,client_d029fa3a95,1713,8,9.8,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
13104,content_734260a21750,client_8527a891e2,14,8,6.9,0.0,0.0,general_monitoring,title_meta_rewrite,0
13105,content_62abc4bd66be,client_4e07408562,31364,104,68.5,0.09,0.0,low_ctr_visible_page,title_meta_rewrite,0
13106,content_acec2a43ccf5,client_a88a7902cb,9,28,6.4,0.0,0.0,general_monitoring,title_meta_rewrite,0
13107,content_6f75fa7e1b27,client_19581e27de,9022,104,4.7,0.57,0.0,page_one_decay_risk,monitor_performance,0
13108,content_235eeb95d9b3,client_3fdba35f04,581,20,13.1,0.34,0.0,low_ctr_visible_page,title_meta_rewrite,1
13109,content_a011cbc303be,client_8527a891e2,1,20,2.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13110,content_3fca59454610,client_e629fa6598,2,20,1.5,0.0,0.0,general_monitoring,title_meta_rewrite,0
13111,content_33cde508c590,client_3fdba35f04,2973,104,11.0,0.1,0.0,low_ctr_visible_page,title_meta_rewrite,1
13112,content_0921985d4f41,client_f369cb89fc,108,20,2.1,0.0,0.0,general_monitoring,title_meta_rewrite,1
13113,content_b0b443f830cd,client_19581e27de,654,104,2.9,0.0,0.0,page_one_decay_risk,title_meta_rewrite,1
13114,content_23ad9360c680,client_6208ef0f77,2242,104,8.6,0.09,0.0,page_one_decay_risk,title_meta_rewrite,1
13115,content_8f222654e93f,client_8527a891e2,2,20,5.5,0.0,0.0,general_monitoring,title_meta_rewrite,1
13116,content_6e90b20c12f8,client_19581e27de,203,22,41.9,0.49,0.0,general_monitoring,title_meta_rewrite,0
13117,content_568025b2e636,client_3fdba35f04,11539,14,33.3,0.19,0.0,low_ctr_visible_page,title_meta_rewrite,1
13118,content_a235b8bfea91,client_8527a891e2,19,20,5.6,0.0,0.0,general_monitoring,title_meta_rewrite,1
13119,content_3e1c6b734991,client_3fdba35f04,405,104,22.4,0.0,0.0,general_monitoring,title_meta_rewrite,1
13120,content_ee1c78e1890d,client_d029fa3a95,212,20,7.5,0.0,0.0,general_monitoring,title_meta_rewrite,1
13121,content_adba95620ed6,client_a88a7902cb,2455,20,8.7,0.57,0.0,general_monitoring,monitor_performance,0
13122,content_cbffee46b629,client_f369cb89fc,3043,106,42.2,0.03,0.0,low_ctr_visible_page,title_meta_rewrite,1
13123,content_0c6e84f95549,client_7f2253d7e2,6549,20,5.7,0.4,0.0,low_ctr_visible_page,title_meta_rewrite,1
13124,content_7f016f81c31b,client_19581e27de,1463,20,4.4,0.21,0.0,low_ctr_visible_page,title_meta_rewrite,0
13125,content_bb78cbb29edd,client_e29c9c180c,2,20,39.5,0.0,0.0,general_monitoring,title_meta_rewrite,0
13126,content_49c36928f79e,client_6208ef0f77,7313,104,12.0,0.19,0.0,low_ctr_visible_page,title_meta_rewrite,0
13127,content_380b4510fdfb,client_f74efabef1,1330,20,33.9,0.08,0.0,low_ctr_visible_page,title_meta_rewrite,1
13128,content_761859531bb8,client_4e07408562,1571,7,16.0,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
13129,content_27ec8c4eeb51,client_19581e27de,52,22,17.8,0.0,0.0,general_monitoring,title_meta_rewrite,0
13130,content_439cddfd5484,client_8722616204,4,104,4.0,0.0,0.0,page_one_decay_risk,title_meta_rewrite,0
13131,content_743946e9d748,client_8722616204,2,8,43.5,0.0,0.0,general_monitoring,title_meta_rewrite,0
13132,content_9146f9c680f1,client_2c624232cd,120,11,13.4,0.83,0.0,general_monitoring,monitor_performance,1
13133,content_83e19a9ce479,client_4e07408562,483,104,54.1,0.0,0.0,general_monitoring,title_meta_rewrite,0
13134,content_bf0748b31c5c,client_8722616204,17,20,7.1,0.0,0.0,general_monitoring,title_meta_rewrite,1
13135,content_6540a09c04c2,client_3fdba35f04,884,104,3.5,0.34,0.0,page_one_decay_risk,title_meta_rewrite,1
13136,content_ed46f81f54d1,client_4e07408562,1862,13,21.6,0.27,0.0,low_ctr_visible_page,title_meta_rewrite,1
13137,content_10c8915d426e,client_4e07408562,2201,14,23.3,0.23,0.0,low_ctr_visible_page,title_meta_rewrite,0
13138,content_8348ce383643,client_9f14025af0,2,20,1.5,0.0,0.0,general_monitoring,title_meta_rewrite,0
13139,content_e2b76742045f,client_7f2253d7e2,635,20,32.0,0.47,0.0,low_ctr_visible_page,title_meta_rewrite,1
13140,content_6a5b8ccbd700,client_6208ef0f77,148534,104,18.3,0.6,0.0,general_monitoring,monitor_performance,0
13141,content_fc1dc1e5bb63,client_19581e27de,700,104,12.8,0.57,0.0,general_monitoring,monitor_performance,1
13142,content_be1c109fcdbc,client_349c41201b,10931,20,34.0,0.05,0.0,low_ctr_visible_page,title_meta_rewrite,1
13143,content_a755d2ee76e5,client_f369cb89fc,187,20,7.8,0.0,0.0,general_monitoring,title_meta_rewrite,1
13144,content_08093639296d,client_19581e27de,1084,20,8.4,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
13145,content_279959931918,client_4e07408562,681,7,10.6,0.29,0.0,low_ctr_visible_page,title_meta_rewrite,1
13146,content_925b9bd5432a,client_bbb965ab0c,878,20,9.2,0.11,0.0,low_ctr_visible_page,title_meta_rewrite,0
13147,content_a7ad7bc1e651,client_6208ef0f77,1707,20,25.5,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
13148,content_ba90bd76636c,client_a88a7902cb,3,28,30.7,0.0,0.0,general_monitoring,title_meta_rewrite,0
13149,content_6b53e2c44759,client_4ec9599fc2,43,20,25.3,0.0,0.0,general_monitoring,title_meta_rewrite,1
13150,content_baa591355c41,client_6208ef0f77,4881,104,19.9,0.1,0.0,low_ctr_visible_page,title_meta_rewrite,1
13151,content_cb26d8669db0,client_6208ef0f77,9345,104,21.9,0.14,0.0,low_ctr_visible_page,title_meta_rewrite,1
13152,content_74c4aaceb3e2,client_19581e27de,6410,22,11.5,0.16,0.0,low_ctr_visible_page,title_meta_rewrite,1
13153,content_662e4aaa9e63,client_8527a891e2,204,64,36.9,0.0,0.0,general_monitoring,title_meta_rewrite,1
13154,content_490026b06da3,client_e29c9c180c,1,20,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13155,content_c6bcd1109516,client_b4944c6ff0,7480,20,4.9,0.09,0.0,low_ctr_visible_page,title_meta_rewrite,1
13156,content_b1bdc8aa3774,client_3fdba35f04,510,19,9.7,0.2,0.0,low_ctr_visible_page,title_meta_rewrite,0
13157,content_cdd3c23e5be5,client_19581e27de,1431,22,12.8,0.21,0.0,low_ctr_visible_page,title_meta_rewrite,0
13158,content_440a8174f928,client_4e07408562,349,13,6.9,0.29,0.0,general_monitoring,title_meta_rewrite,1
13159,content_a72b7aa58806,client_19581e27de,630,22,11.3,0.16,0.0,low_ctr_visible_page,title_meta_rewrite,0
13160,content_10aa813e72b2,client_6208ef0f77,6251,104,15.4,0.45,0.0,low_ctr_visible_page,title_meta_rewrite,0
13161,content_dfbd76532fb8,client_8527a891e2,6,20,60.2,0.0,0.0,general_monitoring,title_meta_rewrite,1
13162,content_457796eab16d,client_8527a891e2,3741,103,73.6,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
13163,content_992f2a603557,client_19581e27de,34535,104,3.3,1.51,0.0,page_one_decay_risk,monitor_performance,1
13164,content_10d944e9e198,client_d4735e3a26,113,20,2.9,6.19,0.0,general_monitoring,monitor_performance,1
13165,content_aa7f3e2b9d4b,client_19581e27de,365,104,13.7,0.0,0.0,general_monitoring,title_meta_rewrite,1
13166,content_5df13e9b6a49,client_a88a7902cb,182,20,15.2,1.1,0.0,general_monitoring,monitor_performance,1
13167,content_dc34dac6e5f4,client_e629fa6598,500,20,40.0,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
13168,content_f788586de53d,client_6208ef0f77,3438,104,9.5,0.06,0.0,page_one_decay_risk,title_meta_rewrite,1
13169,content_585bbd651cc4,client_d029fa3a95,254,20,12.5,0.0,0.0,general_monitoring,title_meta_rewrite,0
13170,content_99d62e0ab071,client_8722616204,62,20,10.2,0.0,0.0,general_monitoring,title_meta_rewrite,1
13171,content_25c05ac8761a,client_19581e27de,3260,104,4.6,0.25,0.0,page_one_decay_risk,title_meta_rewrite,0
13172,content_0ef7e108fa78,client_19581e27de,4199,22,9.6,0.19,0.0,low_ctr_visible_page,title_meta_rewrite,0
13173,content_c90c44007ee4,client_19581e27de,821,104,12.4,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
13174,content_7b707aaeb6bb,client_e629fa6598,5,20,7.2,0.0,0.0,general_monitoring,title_meta_rewrite,0
13175,content_879a85cbb5ce,client_3fdba35f04,6148,20,12.0,0.5,0.0,general_monitoring,monitor_performance,1
13176,content_3585f0ab30e6,client_7f2253d7e2,17237,20,18.8,0.39,0.0,low_ctr_visible_page,title_meta_rewrite,1
13177,content_097707cf6a7b,client_7f2253d7e2,277,20,20.3,0.0,0.0,general_monitoring,title_meta_rewrite,1
13178,content_28b150108783,client_25fc0e7096,3,6,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13179,content_3b7cbb3b2cc9,client_6208ef0f77,7119,104,28.3,0.1,0.0,low_ctr_visible_page,title_meta_rewrite,0
13180,content_a77613ae1d2e,client_d4735e3a26,5,20,5.0,20.0,0.0,general_monitoring,monitor_performance,0
13181,content_b259a2a4af00,client_7f2253d7e2,1153,20,22.2,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
13182,content_8bf9c4807ad7,client_8527a891e2,637,104,11.7,0.16,0.0,low_ctr_visible_page,title_meta_rewrite,0
13183,content_87308fd38e5f,client_19581e27de,4444,104,5.6,0.09,0.0,page_one_decay_risk,title_meta_rewrite,1
13184,content_21d4ce00ccdf,client_d4735e3a26,2,20,1.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13185,content_eef558d495f5,client_19581e27de,214,22,9.3,0.0,0.0,general_monitoring,title_meta_rewrite,0
13186,content_7947d714b3b3,client_434c9b5ae5,1007,89,14.9,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
13187,content_b38368752d29,client_d4735e3a26,2,20,4.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13188,content_12eea54d4b6a,client_3fdba35f04,2754,20,12.2,0.22,0.0,low_ctr_visible_page,title_meta_rewrite,1
13189,content_ca4577479851,client_8722616204,2,8,13.0,0.0,0.0,general_monitoring,title_meta_rewrite,1
13190,content_1712d0a66030,client_e629fa6598,100,20,60.1,0.0,0.0,general_monitoring,title_meta_rewrite,0
13191,content_2b266be92b99,client_f74efabef1,8433,20,5.2,0.94,0.0,general_monitoring,monitor_performance,0
13192,content_cabbc09b17ac,client_6208ef0f77,3191,104,24.9,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
13193,content_c823f7b78784,client_6208ef0f77,6386,104,30.9,0.63,0.0,general_monitoring,monitor_performance,0
13194,content_56aaed1538b3,client_6208ef0f77,36570,104,9.0,2.18,0.0,page_one_decay_risk,monitor_performance,0
13195,content_48630fe51cb7,client_19581e27de,7533,20,7.6,0.16,0.0,low_ctr_visible_page,title_meta_rewrite,1
13196,content_c4b0cd44a056,client_19581e27de,32684,20,2.8,1.23,0.0,general_monitoring,monitor_performance,0
13197,content_cddd5aa6c5be,client_7f2253d7e2,12732,20,13.6,0.94,0.0,general_monitoring,monitor_performance,1
13198,content_d65df719b7f0,client_19581e27de,306,22,51.5,0.0,0.0,general_monitoring,title_meta_rewrite,0
13199,content_6a946ebeb5db,client_19581e27de,4795,104,5.8,0.73,0.0,page_one_decay_risk,monitor_performance,1
13200,content_ec19bcabe061,client_6208ef0f77,6,104,17.8,0.0,0.0,general_monitoring,title_meta_rewrite,1
13201,content_1e826070c703,client_9f14025af0,2,20,0.5,50.0,0.0,general_monitoring,monitor_performance,0
13202,content_f48440c756fc,client_6208ef0f77,4534,104,13.5,0.35,0.0,low_ctr_visible_page,title_meta_rewrite,0
13203,content_a33b39355f58,client_8722616204,56,20,19.7,1.79,0.0,general_monitoring,monitor_performance,1
13204,content_c2709b51d59a,client_bbb965ab0c,12328,15,9.8,0.22,0.0,low_ctr_visible_page,title_meta_rewrite,0
13205,content_b767749a5f38,client_4e07408562,18458,13,5.1,0.3,0.0,low_ctr_visible_page,title_meta_rewrite,1
13206,content_f11ab248c753,client_f369cb89fc,794,20,8.6,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
13207,content_d800cce05023,client_8527a891e2,9195,104,6.4,0.17,0.0,page_one_decay_risk,title_meta_rewrite,1
13208,content_788fd52c995e,client_19581e27de,2922,104,7.5,0.07,0.0,page_one_decay_risk,title_meta_rewrite,1
13209,content_afa45e360781,client_f369cb89fc,118,20,6.6,0.85,0.0,general_monitoring,monitor_performance,1
13210,content_3e49100e83fc,client_19581e27de,975,22,25.1,0.1,0.0,low_ctr_visible_page,title_meta_rewrite,0
13211,content_b729dce3adf7,client_6208ef0f77,14309,20,43.0,0.06,0.0,low_ctr_visible_page,title_meta_rewrite,1
13212,content_a688193f68c2,client_25fc0e7096,3,6,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13213,content_73efbabd83af,client_f369cb89fc,25,20,39.7,0.0,0.0,general_monitoring,title_meta_rewrite,0
13214,content_f2508318df4b,client_f369cb89fc,2831,8,3.1,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
13215,content_1a153b7ccb3a,client_a88a7902cb,48,28,8.7,0.0,0.0,general_monitoring,title_meta_rewrite,1
13216,content_98aa0aecb1d9,client_8527a891e2,5190,104,5.1,0.06,0.0,page_one_decay_risk,title_meta_rewrite,1
13217,content_6a7c185607ae,client_e29c9c180c,8,20,4.3,0.0,0.0,general_monitoring,title_meta_rewrite,0
13218,content_87b9bff75681,client_19581e27de,788,22,15.5,0.13,0.0,low_ctr_visible_page,title_meta_rewrite,0
13219,content_8025e3894512,client_8527a891e2,78,20,80.2,0.0,0.0,general_monitoring,title_meta_rewrite,1
13220,content_30a5573b767e,client_a88a7902cb,630,28,10.0,0.63,0.0,general_monitoring,monitor_performance,1
13221,content_516d51b2955c,client_4e07408562,7965,20,4.0,0.84,0.0,general_monitoring,monitor_performance,1
13222,content_de5087a874a9,client_f369cb89fc,54,20,3.6,0.0,0.0,general_monitoring,title_meta_rewrite,1
13223,content_7008e334b028,client_d4735e3a26,5,20,3.0,20.0,0.0,general_monitoring,monitor_performance,0
13224,content_061a25061943,client_2c624232cd,616,22,53.7,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
13225,content_406db3266689,client_4e07408562,2983,7,36.3,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
13226,content_3c1dc5698b82,client_f369cb89fc,112,20,9.9,0.89,0.0,general_monitoring,monitor_performance,1
13227,content_8502403cf20e,client_e29c9c180c,1,20,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13228,content_fecba9594a33,client_19581e27de,478,20,40.7,0.0,0.0,general_monitoring,title_meta_rewrite,0
13229,content_63cee69c265e,client_19581e27de,524,104,21.6,0.38,0.0,low_ctr_visible_page,title_meta_rewrite,0
13230,content_c26e75b81c1d,client_19581e27de,451,22,15.5,0.67,0.0,general_monitoring,monitor_performance,0
13231,content_ed6385c45ca3,client_4e07408562,112,104,16.2,1.79,0.0,general_monitoring,monitor_performance,1
13232,content_21c803563f3e,client_4ec9599fc2,2594,104,13.7,0.08,0.0,low_ctr_visible_page,title_meta_rewrite,1
13233,content_fe6500cb76b5,client_6208ef0f77,922,104,16.4,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
13234,content_17088b1864f5,client_19581e27de,8143,20,7.7,0.31,0.0,low_ctr_visible_page,title_meta_rewrite,0
13235,content_3e95d15844b7,client_4e07408562,4651,25,14.9,0.13,0.0,low_ctr_visible_page,title_meta_rewrite,1
13236,content_b83ad86094a8,client_6208ef0f77,1978,20,17.2,0.76,0.0,general_monitoring,monitor_performance,0
13237,content_784b419afffe,client_349c41201b,64431,8,7.3,0.33,0.0,low_ctr_visible_page,title_meta_rewrite,1
13238,content_8c5a53383b65,client_6208ef0f77,2076,104,27.5,0.1,0.0,low_ctr_visible_page,title_meta_rewrite,1
13239,content_fc20dc014f77,client_4e07408562,11011,25,16.8,0.41,0.0,low_ctr_visible_page,title_meta_rewrite,0
13240,content_76fc9749031c,client_19581e27de,18949,104,8.4,0.08,0.0,page_one_decay_risk,title_meta_rewrite,1
13241,content_ea3fda17b02a,client_6208ef0f77,19735,104,10.5,0.99,0.0,general_monitoring,monitor_performance,0
13242,content_10f4ebb4a9a1,client_25fc0e7096,3,8,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13243,content_4438cb982246,client_f369cb89fc,15,20,8.3,0.0,0.0,general_monitoring,title_meta_rewrite,1
13244,content_63b5185a2c4e,client_6208ef0f77,19935,104,16.9,0.44,0.0,low_ctr_visible_page,title_meta_rewrite,1
13245,content_725315bf1e24,client_4ec9599fc2,390,20,7.1,0.0,0.0,general_monitoring,title_meta_rewrite,1
13246,content_7df2ad352b3a,client_19581e27de,1541,104,11.3,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
13247,content_9f49b3a251ca,client_3fdba35f04,649,20,52.8,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
13248,content_1518c6691ded,client_19581e27de,4474,104,8.5,0.16,0.0,page_one_decay_risk,title_meta_rewrite,0
13249,content_bf2d9edea658,client_19581e27de,735,22,62.1,0.14,0.0,low_ctr_visible_page,title_meta_rewrite,0
13250,content_5442aee80888,client_19581e27de,996,104,14.1,0.6,0.0,general_monitoring,monitor_performance,0
13251,content_1979bef80d6f,client_19581e27de,1460,20,9.7,0.07,0.0,low_ctr_visible_page,title_meta_rewrite,0
13252,content_ac7a64382e25,client_7f2253d7e2,23888,20,24.9,0.06,0.0,low_ctr_visible_page,title_meta_rewrite,1
13253,content_722d07e69788,client_2c624232cd,4347,11,7.5,0.09,0.0,low_ctr_visible_page,title_meta_rewrite,0
13254,content_d6b4de74b2c2,client_4e07408562,19438,25,7.1,0.12,0.0,low_ctr_visible_page,title_meta_rewrite,0
13255,content_ecbaa580fb86,client_434c9b5ae5,413,8,11.3,0.24,0.0,general_monitoring,title_meta_rewrite,0
13256,content_4ebbca3ca29a,client_4e07408562,4870,20,14.0,0.41,0.0,low_ctr_visible_page,title_meta_rewrite,0
13257,content_accb670635b3,client_19581e27de,268,22,40.7,0.0,0.0,general_monitoring,title_meta_rewrite,0
13258,content_2e591753e018,client_d029fa3a95,394,20,25.1,0.25,0.0,general_monitoring,title_meta_rewrite,0
13259,content_8e1c19c36233,client_3fdba35f04,838,41,4.4,0.6,0.0,general_monitoring,monitor_performance,0
13260,content_1935a0f59861,client_4e07408562,111593,25,8.3,0.36,0.0,low_ctr_visible_page,title_meta_rewrite,0
13261,content_40fb6f005d61,client_6208ef0f77,151800,104,26.0,0.12,0.0,low_ctr_visible_page,title_meta_rewrite,1
13262,content_ed3433f6834a,client_19581e27de,787,22,52.0,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
13263,content_f8b86708bbeb,client_8527a891e2,6,20,6.2,0.0,0.0,general_monitoring,title_meta_rewrite,0
13264,content_2d7ddcd419c0,client_19581e27de,829,22,24.5,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
13265,content_d4f5309c8c3d,client_8722616204,3,8,29.7,0.0,0.0,general_monitoring,title_meta_rewrite,1
13266,content_8a80ae32342f,client_9f14025af0,751,151,79.3,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
13267,content_9228821e1e71,client_19581e27de,1782,104,6.3,0.22,0.0,page_one_decay_risk,title_meta_rewrite,1
13268,content_7a5d0a4c9f78,client_e29c9c180c,2,20,16.5,0.0,0.0,general_monitoring,title_meta_rewrite,0
13269,content_13f20fdf671b,client_6208ef0f77,1057,104,3.9,0.19,0.0,page_one_decay_risk,title_meta_rewrite,1
13270,content_23bae3425a1c,client_6208ef0f77,15239,104,12.7,0.61,0.0,general_monitoring,monitor_performance,1
13271,content_5d376f1389d8,client_19581e27de,216,22,12.3,0.0,0.0,general_monitoring,title_meta_rewrite,0
13272,content_429bcfe171c3,client_f369cb89fc,80,20,4.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13273,content_5a67177a8e65,client_6208ef0f77,7576,104,25.6,0.08,0.0,low_ctr_visible_page,title_meta_rewrite,0
13274,content_eb1633fa9519,client_4e07408562,2911,104,40.1,0.1,0.0,low_ctr_visible_page,title_meta_rewrite,1
13275,content_622d8b800955,client_25fc0e7096,3,8,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13276,content_e6dcffdcb67a,client_19581e27de,6389,22,1.8,0.03,0.0,low_ctr_visible_page,title_meta_rewrite,1
13277,content_4ebb546baee2,client_e29c9c180c,12,20,4.2,0.0,0.0,general_monitoring,title_meta_rewrite,0
13278,content_37c34ce699c3,client_19581e27de,16381,104,6.8,0.07,0.0,page_one_decay_risk,title_meta_rewrite,1
13279,content_a0a18b72111a,client_6208ef0f77,511,104,16.3,0.39,0.0,low_ctr_visible_page,title_meta_rewrite,0
13280,content_454668856d17,client_6208ef0f77,2481,104,15.2,0.73,0.0,general_monitoring,monitor_performance,1
13281,content_c5baaa65d5cc,client_f369cb89fc,435,20,5.2,0.0,0.0,general_monitoring,title_meta_rewrite,0
13282,content_5e8f176c693b,client_7f2253d7e2,735,20,26.2,0.27,0.0,low_ctr_visible_page,title_meta_rewrite,1
13283,content_c1af6b8ae752,client_6208ef0f77,13964,104,15.9,0.37,0.0,low_ctr_visible_page,title_meta_rewrite,0
13284,content_6e13f8df7a74,client_19581e27de,1072,22,15.3,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
13285,content_4a6afe6d93cd,client_f369cb89fc,2,8,3.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13286,content_1489fb7f4b58,client_6208ef0f77,6757,104,13.7,0.4,0.0,low_ctr_visible_page,title_meta_rewrite,1
13287,content_5258796a68ea,client_19581e27de,2480,104,7.5,0.24,0.0,page_one_decay_risk,title_meta_rewrite,1
13288,content_76872f72fde2,client_f74efabef1,2912,20,14.2,0.07,0.0,low_ctr_visible_page,title_meta_rewrite,1
13289,content_00865c4622bb,client_a88a7902cb,85,20,50.8,0.0,0.0,general_monitoring,title_meta_rewrite,0
13290,content_c89d27ef8ca7,client_bbb965ab0c,1194,15,12.6,0.5,0.0,general_monitoring,monitor_performance,1
13291,content_4cb6d7fd048a,client_9f14025af0,5,20,8.4,20.0,0.0,general_monitoring,monitor_performance,0
13292,content_a2713a5c710c,client_4e07408562,17733,25,7.1,0.24,0.0,low_ctr_visible_page,title_meta_rewrite,0
13293,content_5d4665d37704,client_19581e27de,10701,104,5.8,0.32,0.0,page_one_decay_risk,title_meta_rewrite,1
13294,content_e1dd0983444a,client_19581e27de,4540,22,9.9,0.07,0.0,low_ctr_visible_page,title_meta_rewrite,0
13295,content_3a79246fe3ce,client_d4735e3a26,175,20,3.5,3.43,0.0,general_monitoring,monitor_performance,1
13296,content_1158aa50a684,client_d029fa3a95,102,20,7.2,0.0,0.0,general_monitoring,title_meta_rewrite,0
13297,content_e326e4c69a22,client_3fdba35f04,1532,20,13.4,0.26,0.0,low_ctr_visible_page,title_meta_rewrite,1
13298,content_1368f6d4145a,client_349c41201b,10868,20,6.2,0.51,0.0,general_monitoring,monitor_performance,1
13299,content_eca085b3099e,client_3fdba35f04,5248,20,12.0,0.46,0.0,low_ctr_visible_page,title_meta_rewrite,1
13300,content_c6efb083cd84,client_349c41201b,1688,20,27.4,0.3,0.0,low_ctr_visible_page,title_meta_rewrite,0
13301,content_357eb6b0a406,client_8722616204,183,20,9.8,0.0,0.0,general_monitoring,title_meta_rewrite,1
13302,content_ced7b456f61f,client_d4735e3a26,82,20,2.6,1.22,0.0,general_monitoring,monitor_performance,0
13303,content_7a7526824053,client_19581e27de,6923,22,4.1,1.03,0.0,general_monitoring,monitor_performance,0
13304,content_4bcfcfcaa964,client_a88a7902cb,131,28,12.1,2.29,0.0,general_monitoring,monitor_performance,1
13305,content_2c15243aca37,client_6208ef0f77,383,104,12.6,0.26,0.0,general_monitoring,title_meta_rewrite,1
13306,content_9780d78449f8,client_d4735e3a26,16,20,3.3,6.25,0.0,general_monitoring,monitor_performance,0
13307,content_ba2acb4ebd04,client_19581e27de,142072,104,3.6,0.83,0.0,page_one_decay_risk,monitor_performance,0
13308,content_5ef305add4a3,client_f369cb89fc,22,20,4.6,0.0,0.0,general_monitoring,title_meta_rewrite,0
13309,content_d3b495d2eab6,client_f369cb89fc,61,20,7.5,0.0,0.0,general_monitoring,title_meta_rewrite,1
13310,content_672622d84ce9,client_9f14025af0,148,20,51.8,0.68,0.0,general_monitoring,monitor_performance,0
13311,content_9922b3c14663,client_6208ef0f77,107,104,37.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13312,content_03ca1c3278cf,client_4e07408562,944,13,12.0,0.21,0.0,low_ctr_visible_page,title_meta_rewrite,1
13313,content_dbcd53f958fb,client_3fdba35f04,30243,20,10.9,0.26,0.0,low_ctr_visible_page,title_meta_rewrite,0
13314,content_9ce35a508414,client_3fdba35f04,958,20,3.4,0.21,0.0,low_ctr_visible_page,title_meta_rewrite,1
13315,content_c368ad327e78,client_f369cb89fc,1,20,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13316,content_8c94d58ec86d,client_25fc0e7096,3,8,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13317,content_6ca4db5aa791,client_d4735e3a26,2,211,4.5,0.0,0.0,page_one_decay_risk,content_refresh_audit,0
13318,content_a880486984a2,client_7f2253d7e2,31051,20,22.9,0.09,0.0,low_ctr_visible_page,title_meta_rewrite,1
13319,content_2de640302bbc,client_3fdba35f04,3528,14,32.1,0.11,0.0,low_ctr_visible_page,title_meta_rewrite,1
13320,content_639def276332,client_d59eced1de,1,20,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13321,content_205d896995aa,client_a88a7902cb,172,20,6.9,0.0,0.0,general_monitoring,title_meta_rewrite,1
13322,content_9381a561985c,client_98a3ab7c34,6,1,15.2,0.0,0.0,general_monitoring,title_meta_rewrite,1
13323,content_9a814077e7b7,client_f369cb89fc,460,20,33.9,0.0,0.0,general_monitoring,title_meta_rewrite,1
13324,content_b98b7823e48b,client_19581e27de,184,104,3.9,0.0,0.0,page_one_decay_risk,title_meta_rewrite,1
13325,content_b73061588e7d,client_a88a7902cb,199,8,8.2,0.0,0.0,general_monitoring,title_meta_rewrite,1
13326,content_18d073c913c6,client_7f2253d7e2,5557,20,10.3,0.16,0.0,low_ctr_visible_page,title_meta_rewrite,1
13327,content_fc7f6b2de89c,client_19581e27de,8044,104,5.6,0.24,0.0,page_one_decay_risk,title_meta_rewrite,1
13328,content_2257778ab833,client_b4944c6ff0,2456,20,7.1,0.57,0.0,general_monitoring,monitor_performance,0
13329,content_d2d2a92dc28d,client_6208ef0f77,6571,104,18.2,0.09,0.0,low_ctr_visible_page,title_meta_rewrite,1
13330,content_f9e9f097dcd9,client_19581e27de,1718,104,8.6,0.12,0.0,page_one_decay_risk,title_meta_rewrite,1
13331,content_0131e5a0720c,client_19581e27de,7625,104,3.8,0.28,0.0,page_one_decay_risk,title_meta_rewrite,0
13332,content_25c3a2bb5621,client_6208ef0f77,6140,104,24.1,0.03,0.0,low_ctr_visible_page,title_meta_rewrite,1
13333,content_1a822e0724a6,client_e29c9c180c,1,20,87.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
13334,content_91307f62115f,client_d029fa3a95,441,20,4.3,0.0,0.0,general_monitoring,title_meta_rewrite,1
