rank,content_id,client_id,impressions_90d,days_since_last_update,avg_position,ctr,baseline_score,reason_code,action_label,is_declining_label
27610,content_c926737f3d39,client_b4944c6ff0,2399,20,9.1,0.46,0.0,low_ctr_visible_page,title_meta_rewrite,0
27611,content_b2b7178dc27b,client_4e07408562,2982,7,8.0,0.1,0.0,low_ctr_visible_page,title_meta_rewrite,0
27612,content_07ed396a0d74,client_3fdba35f04,609,104,24.6,0.16,0.0,low_ctr_visible_page,title_meta_rewrite,1
27613,content_c746a2c72e43,client_349c41201b,209,20,23.2,0.0,0.0,general_monitoring,title_meta_rewrite,1
27614,content_0996869c2c54,client_f369cb89fc,185,8,32.5,0.54,0.0,general_monitoring,monitor_performance,1
27615,content_af6a0a77f5d6,client_d4735e3a26,4,20,2.5,25.0,0.0,general_monitoring,monitor_performance,1
27616,content_d331566985fb,client_19581e27de,6505,104,5.4,0.32,0.0,page_one_decay_risk,title_meta_rewrite,0
27617,content_ee2d5b08d99c,client_f369cb89fc,86,20,11.2,0.0,0.0,general_monitoring,title_meta_rewrite,1
27618,content_cf727c399fbc,client_25fc0e7096,3,6,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27619,content_2c8b871e52d4,client_d4735e3a26,88,20,3.9,5.68,0.0,general_monitoring,monitor_performance,0
27620,content_cc7c0f33fa0d,client_3fdba35f04,1089,14,29.0,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
27621,content_6f763b4e08bc,client_6208ef0f77,395,104,12.1,0.0,0.0,general_monitoring,title_meta_rewrite,1
27622,content_0dc0d2a2b04c,client_6208ef0f77,2701,104,6.1,0.63,0.0,page_one_decay_risk,monitor_performance,1
27623,content_efe9c23fecf9,client_2c624232cd,209,11,16.9,0.0,0.0,general_monitoring,title_meta_rewrite,0
27624,content_15b1464743fc,client_4e07408562,3585,13,7.0,0.14,0.0,low_ctr_visible_page,title_meta_rewrite,0
27625,content_25207bd6d6b5,client_7f2253d7e2,4111,20,26.4,0.12,0.0,low_ctr_visible_page,title_meta_rewrite,1
27626,content_ab3c2b5ce77c,client_624b60c58c,91,20,8.5,0.0,0.0,general_monitoring,title_meta_rewrite,1
27627,content_7f2ab429d7b6,client_a88a7902cb,12,8,8.7,0.0,0.0,general_monitoring,title_meta_rewrite,1
27628,content_47a0b1d6fe94,client_e629fa6598,390,22,18.5,0.51,0.0,general_monitoring,monitor_performance,0
27629,content_9d3c56c14cc8,client_4e07408562,2113,7,6.6,0.38,0.0,low_ctr_visible_page,title_meta_rewrite,0
27630,content_4d1ebe33b02d,client_9f14025af0,1,151,1.0,0.0,0.0,page_one_decay_risk,title_meta_rewrite,0
27631,content_ff11866f2d40,client_19581e27de,39,20,30.8,0.0,0.0,general_monitoring,title_meta_rewrite,0
27632,content_848ba4e50cc4,client_25fc0e7096,3,6,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27633,content_8680b7cb8313,client_f369cb89fc,19,20,6.7,5.26,0.0,general_monitoring,monitor_performance,0
27634,content_379f68fec156,client_3fdba35f04,1295,20,11.6,0.15,0.0,low_ctr_visible_page,title_meta_rewrite,1
27635,content_04307cccb692,client_19581e27de,1198,104,19.1,0.17,0.0,low_ctr_visible_page,title_meta_rewrite,1
27636,content_39fdb8374b46,client_4e07408562,26771,104,4.1,0.52,0.0,page_one_decay_risk,monitor_performance,1
27637,content_f053b4bba94c,client_4ec9599fc2,4,20,4.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27638,content_c58e4714a030,client_19581e27de,248,22,29.9,0.0,0.0,general_monitoring,title_meta_rewrite,0
27639,content_1e82e5614e2a,client_25fc0e7096,3,8,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27640,content_a4b99cb4701e,client_a88a7902cb,1,8,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27641,content_b55119c3710b,client_19581e27de,147,22,32.6,0.0,0.0,general_monitoring,title_meta_rewrite,0
27642,content_8b009db3c145,client_d029fa3a95,43,20,8.8,0.0,0.0,general_monitoring,title_meta_rewrite,0
27643,content_d30d4850a332,client_7f2253d7e2,444,20,9.8,0.0,0.0,general_monitoring,title_meta_rewrite,1
27644,content_f31afa6a8974,client_19581e27de,100,104,13.7,0.0,0.0,general_monitoring,title_meta_rewrite,1
27645,content_548dae0045af,client_4ec9599fc2,359,20,4.3,0.56,0.0,general_monitoring,monitor_performance,1
27646,content_edae52c77f71,client_434c9b5ae5,291,8,14.0,0.0,0.0,general_monitoring,title_meta_rewrite,1
27647,content_df5cea5e17e7,client_2c624232cd,1938,11,69.5,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
27648,content_09c517a3b56d,client_4e07408562,1027,104,4.6,0.68,0.0,page_one_decay_risk,monitor_performance,1
27649,content_355c44a1ed2c,client_4e07408562,19527,25,15.7,0.13,0.0,low_ctr_visible_page,title_meta_rewrite,1
27650,content_a32c6929c02b,client_19581e27de,250,104,3.0,0.0,0.0,page_one_decay_risk,title_meta_rewrite,1
27651,content_41ea44538492,client_d029fa3a95,46,20,9.5,2.17,0.0,general_monitoring,monitor_performance,0
27652,content_c3cd7c559ebe,client_a88a7902cb,1,28,53.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27653,content_915ba89b36b2,client_19581e27de,394,104,8.2,0.0,0.0,page_one_decay_risk,title_meta_rewrite,1
27654,content_78bfcfbfb969,client_19581e27de,7836,20,5.1,0.22,0.0,low_ctr_visible_page,title_meta_rewrite,0
27655,content_3974c21f02b0,client_6208ef0f77,2510,20,17.9,0.16,0.0,low_ctr_visible_page,title_meta_rewrite,1
27656,content_742e33f95714,client_f74efabef1,5572,20,6.0,0.59,0.0,general_monitoring,monitor_performance,1
27657,content_a5c38d90a0a4,client_e29c9c180c,1,20,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27658,content_81fea0c0c1a3,client_8722616204,4946,104,40.0,0.08,0.0,low_ctr_visible_page,title_meta_rewrite,1
27659,content_75e97cbb890f,client_d029fa3a95,65,20,19.5,0.0,0.0,general_monitoring,title_meta_rewrite,1
27660,content_8039536274ad,client_6208ef0f77,231,104,30.9,0.0,0.0,general_monitoring,title_meta_rewrite,1
27661,content_856d5eb90281,client_19581e27de,2591,20,3.6,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
27662,content_babdda75f3e4,client_19581e27de,12316,20,25.7,0.04,0.0,low_ctr_visible_page,title_meta_rewrite,0
27663,content_9fe06fb9369d,client_f74efabef1,588,20,8.8,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
27664,content_ee7e5169c4fa,client_7f2253d7e2,2562,20,4.5,1.09,0.0,general_monitoring,monitor_performance,1
27665,content_895ea7bfb9e6,client_4e07408562,817,13,21.0,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
27666,content_6e169e224b2e,client_f369cb89fc,165,20,2.7,0.0,0.0,general_monitoring,title_meta_rewrite,1
27667,content_d4a5839bdd0a,client_d4735e3a26,2,20,5.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27668,content_0950fdc33703,client_349c41201b,6170,8,5.9,0.34,0.0,low_ctr_visible_page,title_meta_rewrite,1
27669,content_dbde3b7f66c5,client_19581e27de,4893,20,4.5,0.29,0.0,low_ctr_visible_page,title_meta_rewrite,1
27670,content_437fa5361a69,client_3fdba35f04,4763,20,15.3,0.06,0.0,low_ctr_visible_page,title_meta_rewrite,1
27671,content_8ff80768c43b,client_7f2253d7e2,1680,20,26.2,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
27672,content_4756e19d6527,client_6208ef0f77,1354,104,23.5,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
27673,content_6ab62ef71fcb,client_19581e27de,254,104,50.2,0.0,0.0,general_monitoring,title_meta_rewrite,0
27674,content_4f5826036689,client_6208ef0f77,9761,104,21.9,0.06,0.0,low_ctr_visible_page,title_meta_rewrite,1
27675,content_7d12576df6e1,client_a88a7902cb,168,20,52.7,0.0,0.0,general_monitoring,title_meta_rewrite,0
27676,content_f5a6154dde6b,client_6208ef0f77,18377,104,36.2,0.02,0.0,low_ctr_visible_page,title_meta_rewrite,1
27677,content_d413728b3419,client_d029fa3a95,20,8,5.4,0.0,0.0,general_monitoring,title_meta_rewrite,1
27678,content_844ff24f99a0,client_d029fa3a95,97,20,6.3,0.0,0.0,general_monitoring,title_meta_rewrite,0
27679,content_3e184243bea3,client_19581e27de,13033,104,3.2,0.05,0.0,page_one_decay_risk,title_meta_rewrite,1
27680,content_7018b8ebc6ee,client_f369cb89fc,4,20,5.3,0.0,0.0,general_monitoring,title_meta_rewrite,0
27681,content_9e6cf5065e00,client_19581e27de,1771,22,23.0,0.06,0.0,low_ctr_visible_page,title_meta_rewrite,0
27682,content_d9878c9ba883,client_4e07408562,451,13,24.5,0.0,0.0,general_monitoring,title_meta_rewrite,0
27683,content_064ee0dd9d38,client_19581e27de,11748,20,10.6,0.11,0.0,low_ctr_visible_page,title_meta_rewrite,1
27684,content_6fa433d35a7b,client_d029fa3a95,64,8,6.3,0.0,0.0,general_monitoring,title_meta_rewrite,0
27685,content_6f685bf331f4,client_3fdba35f04,3873,14,16.3,0.41,0.0,low_ctr_visible_page,title_meta_rewrite,1
27686,content_5272480eadec,client_624b60c58c,232,20,31.6,0.0,0.0,general_monitoring,title_meta_rewrite,1
27687,content_1123b27c2c89,client_8b940be7fb,7204,20,4.0,0.96,0.0,general_monitoring,monitor_performance,1
27688,content_c694a82deaeb,client_b4944c6ff0,1599,20,3.1,0.38,0.0,low_ctr_visible_page,title_meta_rewrite,1
27689,content_1d937ace9630,client_bbb965ab0c,2100,15,15.3,0.29,0.0,low_ctr_visible_page,title_meta_rewrite,1
27690,content_3169fe20268e,client_349c41201b,4255,20,12.0,0.28,0.0,low_ctr_visible_page,title_meta_rewrite,1
27691,content_53eff13437f9,client_e629fa6598,16,22,28.4,0.0,0.0,general_monitoring,title_meta_rewrite,0
27692,content_2fd57fa97abc,client_19581e27de,3122,22,6.1,0.22,0.0,low_ctr_visible_page,title_meta_rewrite,0
27693,content_3c1a25df2693,client_624b60c58c,849,20,6.6,0.47,0.0,low_ctr_visible_page,title_meta_rewrite,0
27694,content_6e83e976f1d1,client_a88a7902cb,6,20,7.5,0.0,0.0,general_monitoring,title_meta_rewrite,0
27695,content_9e53e39d27c6,client_4e07408562,3832,13,8.5,0.34,0.0,low_ctr_visible_page,title_meta_rewrite,0
27696,content_3f7335f23833,client_19581e27de,1073,20,5.2,0.28,0.0,low_ctr_visible_page,title_meta_rewrite,1
27697,content_0b87f2642f07,client_6208ef0f77,20691,104,17.5,0.31,0.0,low_ctr_visible_page,title_meta_rewrite,0
27698,content_20819e9c850a,client_19581e27de,838,22,15.1,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
27699,content_3fd146b093c7,client_f369cb89fc,23,20,13.8,4.35,0.0,general_monitoring,monitor_performance,0
27700,content_6d077b964b59,client_19581e27de,124,104,11.1,0.0,0.0,general_monitoring,title_meta_rewrite,1
27701,content_351d2239ff44,client_4fc82b26ae,60,20,10.1,0.0,0.0,general_monitoring,title_meta_rewrite,1
27702,content_b6e4581523ed,client_d029fa3a95,104,183,14.0,0.0,0.0,general_monitoring,content_refresh_audit,1
27703,content_94cc8e490bb3,client_19581e27de,3448,20,4.6,0.38,0.0,low_ctr_visible_page,title_meta_rewrite,0
27704,content_3fb51b5a52e2,client_624b60c58c,2,104,9.5,0.0,0.0,page_one_decay_risk,title_meta_rewrite,0
27705,content_13264f1d3998,client_f369cb89fc,67,8,10.3,1.49,0.0,general_monitoring,monitor_performance,0
27706,content_63963c7a4dba,client_19581e27de,1183,104,15.8,0.17,0.0,low_ctr_visible_page,title_meta_rewrite,0
27707,content_1b71e617d3e3,client_349c41201b,1210,20,11.1,0.17,0.0,low_ctr_visible_page,title_meta_rewrite,0
27708,content_ffb2b386253f,client_bbb965ab0c,146,20,58.7,0.68,0.0,general_monitoring,monitor_performance,0
27709,content_62387b11de24,client_3fdba35f04,1505,14,8.2,0.13,0.0,low_ctr_visible_page,title_meta_rewrite,1
27710,content_84c5f6af423c,client_8527a891e2,8,104,1.9,0.0,0.0,page_one_decay_risk,title_meta_rewrite,0
27711,content_5ab196f388fd,client_6208ef0f77,4334,20,47.4,0.09,0.0,low_ctr_visible_page,title_meta_rewrite,1
27712,content_c62b377fa3d3,client_4e07408562,1296,7,2.4,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
27713,content_358f4114cae0,client_d029fa3a95,14,20,8.9,0.0,0.0,general_monitoring,title_meta_rewrite,1
27714,content_2207ceb70fee,client_6208ef0f77,1878,20,28.0,0.16,0.0,low_ctr_visible_page,title_meta_rewrite,0
27715,content_11d373d08cfb,client_8722616204,1,104,11.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27716,content_e454093819d5,client_d4735e3a26,4,211,2.5,75.0,0.0,page_one_decay_risk,content_refresh_audit,1
27717,content_67e5596b3a70,client_3fdba35f04,40,14,21.5,0.0,0.0,general_monitoring,title_meta_rewrite,1
27718,content_9f6285e9de96,client_8527a891e2,2,20,4.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27719,content_371627f6f29f,client_f74efabef1,1016,20,6.9,0.3,0.0,low_ctr_visible_page,title_meta_rewrite,0
27720,content_c3e11dbcf1ad,client_4e07408562,1579,14,8.0,0.19,0.0,low_ctr_visible_page,title_meta_rewrite,1
27721,content_e6e2d1f4f393,client_624b60c58c,185,20,41.8,0.0,0.0,general_monitoring,title_meta_rewrite,0
27722,content_94634c8d6aae,client_d4735e3a26,1,20,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27723,content_ec65751f64d5,client_19581e27de,10517,20,4.6,0.31,0.0,low_ctr_visible_page,title_meta_rewrite,1
27724,content_1b50d07fdff0,client_19581e27de,5979,104,7.5,0.08,0.0,page_one_decay_risk,title_meta_rewrite,1
27725,content_0494110f7b45,client_6208ef0f77,193,20,24.8,0.0,0.0,general_monitoring,title_meta_rewrite,1
27726,content_7af5c9fbe7c8,client_19581e27de,38,22,53.3,0.0,0.0,general_monitoring,title_meta_rewrite,0
27727,content_b1929de77089,client_6208ef0f77,947,104,17.3,0.53,0.0,general_monitoring,monitor_performance,1
27728,content_ef5647af3adb,client_6208ef0f77,3218,104,25.7,0.47,0.0,low_ctr_visible_page,title_meta_rewrite,1
27729,content_372fee4461ea,client_19581e27de,35058,20,6.1,0.19,0.0,low_ctr_visible_page,title_meta_rewrite,0
27730,content_d9d6fd6a6b4b,client_7f2253d7e2,31836,20,14.4,0.99,0.0,general_monitoring,monitor_performance,1
27731,content_50e28afce2ba,client_19581e27de,8201,104,5.5,0.33,0.0,page_one_decay_risk,title_meta_rewrite,0
27732,content_af2e437c960f,client_d029fa3a95,119,20,8.3,0.0,0.0,general_monitoring,title_meta_rewrite,0
27733,content_6348a9e6c21a,client_d029fa3a95,128,20,21.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27734,content_96306a965a56,client_3fdba35f04,1075,19,0.6,0.09,0.0,low_ctr_visible_page,title_meta_rewrite,1
27735,content_9ceacb5af18b,client_19581e27de,1173,104,17.0,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
27736,content_34addee1aaf2,client_4ec9599fc2,1,104,52.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27737,content_fbcb09f07034,client_349c41201b,8742,20,5.2,0.41,0.0,low_ctr_visible_page,title_meta_rewrite,0
27738,content_a807e3020e28,client_349c41201b,13937,20,35.4,0.52,0.0,general_monitoring,monitor_performance,1
27739,content_1065b85cada5,client_19581e27de,336,104,9.5,0.3,0.0,page_one_decay_risk,title_meta_rewrite,1
27740,content_674a388b18ba,client_bbb965ab0c,79,20,21.3,0.0,0.0,general_monitoring,title_meta_rewrite,0
27741,content_cdc1d5c2b05a,client_19581e27de,3989,20,17.0,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
27742,content_88a15facff24,client_19581e27de,990,22,10.6,0.71,0.0,general_monitoring,monitor_performance,0
27743,content_196499f19764,client_4e07408562,5137,25,8.6,0.12,0.0,low_ctr_visible_page,title_meta_rewrite,0
27744,content_0cb521c5b221,client_19581e27de,5680,22,5.8,0.02,0.0,low_ctr_visible_page,title_meta_rewrite,1
27745,content_777a4dd39fd3,client_f369cb89fc,12,8,5.2,0.0,0.0,general_monitoring,title_meta_rewrite,0
27746,content_e8259898d88e,client_624b60c58c,1963,20,5.8,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
27747,content_f11afb2432f5,client_6208ef0f77,15825,104,22.3,0.52,0.0,general_monitoring,monitor_performance,1
27748,content_42a3619fd42a,client_19581e27de,203,22,36.2,0.0,0.0,general_monitoring,title_meta_rewrite,0
27749,content_fd3d2f2a7b6a,client_19581e27de,57,22,23.6,0.0,0.0,general_monitoring,title_meta_rewrite,0
27750,content_d234215703ff,client_19581e27de,4208,22,6.2,0.19,0.0,low_ctr_visible_page,title_meta_rewrite,0
27751,content_7d7be59d2100,client_4e07408562,94767,20,3.4,0.33,0.0,low_ctr_visible_page,title_meta_rewrite,0
27752,content_426e2f454940,client_8527a891e2,4,104,8.3,0.0,0.0,page_one_decay_risk,title_meta_rewrite,1
27753,content_97d2bcd90895,client_d4735e3a26,2,20,48.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27754,content_fa2064c9fa64,client_a88a7902cb,136,28,12.2,0.0,0.0,general_monitoring,title_meta_rewrite,1
27755,content_51d7d5901506,client_3fdba35f04,3207,14,15.9,0.47,0.0,low_ctr_visible_page,title_meta_rewrite,1
27756,content_e20e2feb873f,client_a88a7902cb,360,28,14.8,0.28,0.0,general_monitoring,title_meta_rewrite,1
27757,content_883bde738778,client_19581e27de,88981,20,6.4,0.22,0.0,low_ctr_visible_page,title_meta_rewrite,0
27758,content_52918fec2cf5,client_f74efabef1,6,8,4.3,0.0,0.0,general_monitoring,title_meta_rewrite,1
27759,content_a4894b3828ae,client_3fdba35f04,342,20,2.4,0.29,0.0,general_monitoring,title_meta_rewrite,1
27760,content_e6524e39bb1a,client_3fdba35f04,4235,14,7.3,0.24,0.0,low_ctr_visible_page,title_meta_rewrite,1
27761,content_2f03e0652175,client_3fdba35f04,1930,14,8.6,0.16,0.0,low_ctr_visible_page,title_meta_rewrite,0
27762,content_a491c6b04b63,client_624b60c58c,7,104,18.3,0.0,0.0,general_monitoring,title_meta_rewrite,0
27763,content_79d64a8d8c8c,client_19581e27de,16094,104,2.0,0.41,0.0,page_one_decay_risk,title_meta_rewrite,1
27764,content_06954b8a7f8d,client_4e07408562,958,7,7.7,0.31,0.0,low_ctr_visible_page,title_meta_rewrite,1
27765,content_9284688e3982,client_f74efabef1,674,20,7.4,0.15,0.0,low_ctr_visible_page,title_meta_rewrite,0
27766,content_c0ebbfe4e632,client_8722616204,12,20,7.3,0.0,0.0,general_monitoring,title_meta_rewrite,0
27767,content_23f04309cf04,client_6208ef0f77,5645,104,15.7,0.35,0.0,low_ctr_visible_page,title_meta_rewrite,1
27768,content_5744da9b504e,client_6208ef0f77,10201,104,33.2,0.05,0.0,low_ctr_visible_page,title_meta_rewrite,1
27769,content_1c3a115fbe06,client_19581e27de,1106,104,15.8,0.09,0.0,low_ctr_visible_page,title_meta_rewrite,0
27770,content_ac9a747fae8c,client_19581e27de,2491,22,9.4,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
27771,content_fcfb13df26bf,client_4e07408562,662,104,38.9,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
27772,content_0588cb9e1922,client_f369cb89fc,8,20,3.8,0.0,0.0,general_monitoring,title_meta_rewrite,1
27773,content_3d758391f2d4,client_434c9b5ae5,120,89,15.3,0.0,0.0,general_monitoring,title_meta_rewrite,0
27774,content_c2d256c891ad,client_e629fa6598,7,20,5.7,0.0,0.0,general_monitoring,title_meta_rewrite,0
27775,content_465a6c203fe8,client_0b918943df,38,20,10.8,0.0,0.0,general_monitoring,title_meta_rewrite,0
27776,content_d9ca82d6132a,client_6208ef0f77,2401,104,10.4,0.08,0.0,low_ctr_visible_page,title_meta_rewrite,1
27777,content_7f0efbee72d5,client_d029fa3a95,137,20,6.3,0.0,0.0,general_monitoring,title_meta_rewrite,1
27778,content_8c8841d51ce9,client_3fdba35f04,354,20,31.1,0.0,0.0,general_monitoring,title_meta_rewrite,1
27779,content_236dffc73f58,client_6208ef0f77,20156,104,29.9,0.12,0.0,low_ctr_visible_page,title_meta_rewrite,1
27780,content_e3c6836b5dda,client_8527a891e2,1669,104,22.3,0.06,0.0,low_ctr_visible_page,title_meta_rewrite,0
27781,content_454e2d10afb8,client_6208ef0f77,97,104,16.6,0.0,0.0,general_monitoring,title_meta_rewrite,1
27782,content_0948d8e4a512,client_2c624232cd,382,22,70.2,0.0,0.0,general_monitoring,title_meta_rewrite,0
27783,content_791a0ba510e4,client_f369cb89fc,11,20,9.7,0.0,0.0,general_monitoring,title_meta_rewrite,0
27784,content_6cac3cdb43ec,client_e629fa6598,465,22,30.2,0.0,0.0,general_monitoring,title_meta_rewrite,0
27785,content_56a868633c26,client_6208ef0f77,11647,104,26.6,0.04,0.0,low_ctr_visible_page,title_meta_rewrite,1
27786,content_9311b7a42b90,client_f74efabef1,1,8,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27787,content_04b8d3133b34,client_25fc0e7096,3,8,0.0,0.0,0.0,general_monitoring,title_meta_rewrite,0
27788,content_5908b4cf6353,client_e29c9c180c,17,20,80.9,0.0,0.0,general_monitoring,title_meta_rewrite,0
27789,content_78d9e6444e78,client_9400f1b21c,3499,20,7.9,0.03,0.0,low_ctr_visible_page,title_meta_rewrite,1
27790,content_c045c9fd4d39,client_19581e27de,898,22,25.2,0.11,0.0,low_ctr_visible_page,title_meta_rewrite,0
27791,content_489a652fc020,client_624b60c58c,2,104,25.5,0.0,0.0,general_monitoring,title_meta_rewrite,0
27792,content_7a19883e6c0f,client_19581e27de,420,104,61.1,0.0,0.0,general_monitoring,title_meta_rewrite,0
27793,content_add763625d44,client_6208ef0f77,1640,8,9.2,2.26,0.0,general_monitoring,monitor_performance,0
27794,content_08bb1c262f07,client_e29c9c180c,14,20,1.1,0.0,0.0,general_monitoring,title_meta_rewrite,1
27795,content_a6b316cab1a8,client_4e07408562,4006,25,14.9,0.17,0.0,low_ctr_visible_page,title_meta_rewrite,0
27796,content_865150f08833,client_19581e27de,784,104,21.6,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,0
27797,content_7005dc192aeb,client_7f2253d7e2,36124,20,4.3,0.49,0.0,low_ctr_visible_page,title_meta_rewrite,1
27798,content_551a687c85ed,client_19581e27de,724,104,19.5,0.0,0.0,low_ctr_visible_page,title_meta_rewrite,1
27799,content_c9f5d16ec182,client_3fdba35f04,301,104,21.9,0.33,0.0,general_monitoring,title_meta_rewrite,0
27800,content_df90bf6b7d9c,client_f369cb89fc,102,20,24.5,0.0,0.0,general_monitoring,title_meta_rewrite,1
27801,content_99627d6bcfc8,client_349c41201b,1343,20,4.8,1.04,0.0,general_monitoring,monitor_performance,1
27802,content_95c9807871b9,client_a88a7902cb,21,8,6.7,0.0,0.0,general_monitoring,title_meta_rewrite,0
27803,content_3258cee6a2e0,client_19581e27de,582,20,9.4,0.34,0.0,low_ctr_visible_page,title_meta_rewrite,1
